ds,zone,yhat,yhat_lower,yhat_upper
2024-11-13,Khandsa,3.518830188971174,1.7847334765204406,5.276113496550512
2024-11-14,Khandsa,3.124993013241776,1.2863327431915421,4.933251883692083
2024-11-15,Khandsa,2.9493291293359225,1.0751087269298543,4.7287362519738005
2024-11-16,Khandsa,3.11858820493858,1.2969719740144068,4.847312050529204
2024-11-17,Khandsa,2.843979533109451,1.0129298063833592,4.555547450381507
2024-11-18,Khandsa,3.15480830389145,1.3681031694107861,4.964879842773054
2024-11-19,Khandsa,3.0880614214843725,1.381928959992596,4.867072610466939
2024-11-20,Khandsa,3.3174480807398545,1.6743989585074026,5.212154051701766
2024-11-21,Khandsa,2.935365281563066,1.094621994955907,4.680248419940051
2024-11-22,Khandsa,2.7738166134853963,0.8576747027379917,4.523959485026589
2024-11-23,Khandsa,2.9586570207111644,1.213901327292733,4.6957127555099225
2024-11-24,Khandsa,2.704628686546871,0.8355031270595308,4.478743893160315
2024-11-25,Khandsa,3.035527268376814,1.1729627340331787,4.708753114380969
2024-11-26,Khandsa,2.9925879016912993,1.227658120297914,4.833740196796402
2024-11-27,Khandsa,3.245633807145859,1.4266762398943997,5.0675132100513
2024-11-28,Khandsa,2.8909452593582503,1.096782921781319,4.657505084315522
2024-11-29,Khandsa,2.7557823272276707,1.0037333473771017,4.485707967739507
2024-12-01,Khandsa,2.7357818164769148,1.124407022568543,4.464457781807367
2024-12-02,Khandsa,3.0870396286269455,1.4735285633591781,4.944306922501136
2024-12-03,Khandsa,3.0639116170959615,1.175598176604802,4.876430585119773
2024-12-04,Khandsa,3.3323695451788446,1.4629560235982457,5.0680844071335995
2024-12-05,Khandsa,2.9927220268040036,1.197404417801172,4.976567349255463
2024-12-06,Khandsa,2.867738412026621,1.0352369989113215,4.601551808197698
2024-12-07,Khandsa,3.081089518633943,1.2888791111458584,4.9045116698868725
2024-12-08,Khandsa,2.8544647494119646,1.1445231025244913,4.561111614779324
2024-12-11,Khandsa,3.4256831705621424,1.6748926232723558,5.291048209859161
2024-12-13,Khandsa,2.928256325700747,1.158949618990685,4.830477768967121
2024-12-14,Khandsa,3.1178692508996138,1.3695009454415794,4.992159728111725
2024-12-15,Khandsa,2.8669165976073723,0.9724996241485865,4.675345866394059
2024-12-16,Khandsa,3.1838156267039928,1.3185331520637606,4.893180278158023
2024-12-17,Khandsa,3.1240965977878146,1.282012172534806,4.8921318969814225
2024-12-18,Khandsa,3.347838537383346,1.5170280670684646,5.104120217202903
2024-12-19,Khandsa,2.9652013959794323,1.1918998968256775,4.755278053932125
2024-12-20,Khandsa,2.79170450956894,0.9153756854001062,4.569121701348408
2024-12-21,Khandsa,2.9508114328200272,1.199997677947009,4.681674004912033
2024-12-22,Khandsa,2.6730765487902133,0.898962595811978,4.522649395198277
2024-12-23,Khandsa,2.9623944489744316,1.1215582236045363,4.843541275313438
2024-12-24,Khandsa,2.8795372994097743,1.049057242227591,4.605846370322099
2024-12-25,Khandsa,3.081674790175478,1.1687686824124666,4.792777885825685
2024-12-26,Khandsa,2.6837863653198517,0.817246071748793,4.43933578745361
2024-12-27,Khandsa,2.497521360428643,0.7725053500119442,4.28500697432346
2024-12-28,Khandsa,2.6458641728239107,0.8495984601386802,4.499586258946793
2024-12-29,Khandsa,2.3633075508208092,0.42350843030097857,4.108788655977528
2024-12-30,Khandsa,2.648625444674232,0.8839233760362613,4.358965701698451
2024-12-31,Khandsa,2.5672044849878635,0.6937672845439652,4.399347440549901
2025-01-01,Khandsa,2.7726664232011595,1.058337758577542,4.55816861685312
2025-01-02,Khandsa,2.384178913769976,0.5236464070761574,4.0964752063233725
2025-01-03,Khandsa,2.208915428161826,0.17793807897636818,3.9033649435740343
2025-01-04,Khandsa,2.3688179463717205,0.5966474202891657,4.1993668248658205
2025-01-05,Khandsa,2.1018126845228107,0.24631565747554754,3.9284769530752257
2025-01-06,Khandsa,2.401120283305441,0.618516296823898,4.2504253219348405
2025-01-07,Khandsa,2.336392963544189,0.6580066204927104,4.122670954538931
2025-01-08,Khandsa,2.5574483804370676,0.8201065802181686,4.290243578280033
2025-01-09,Khandsa,2.187484978091234,0.37022115374946,3.992566167076037
2025-01-10,Khandsa,2.029144624407884,0.26382647866941983,3.828028054336893
2025-01-11,Khandsa,2.203372612927486,0.5844440021009394,4.093041689074924
2025-01-12,Khandsa,1.9516724780720225,0.11400517964259956,3.7493083741053974
2025-01-13,Khandsa,2.26194714193764,0.32272057466561743,4.018367110054184
2025-01-14,Khandsa,2.2084325429438882,0.35918414372499363,4.053635866735131
2025-01-15,Khandsa,2.437531164748261,0.7273892907180954,4.199151419687556
2025-01-16,Khandsa,2.076918056831209,0.1856941567626022,3.8466105886874367
2025-01-17,Khandsa,1.9251905515461156,0.19196878050872027,3.779889195072125
2025-01-18,Khandsa,2.1028086938914297,0.40933171161716986,3.8148030715799077
2025-01-19,Khandsa,1.855371546486481,0.17830928060001067,3.75579820142347
2025-01-20,Khandsa,2.165971533006782,0.42060120606249357,3.9606709951924923
2025-01-21,Khandsa,2.1139071727601104,0.28163600057907645,3.947194181693025
2025-01-22,Khandsa,2.342599860109327,0.5099342367396947,4.31105136512259
2025-01-23,Khandsa,1.9845755913622225,0.11721831143621052,3.8490458689100873
2025-01-24,Khandsa,1.8346887472777633,-0.07749603269885447,3.5712982541523783
2025-01-25,Khandsa,2.013132298023806,0.2972182997396192,3.9073548251830617
2025-01-26,Khandsa,1.769727659294786,0.026405843796342122,3.564869675906526
2025-01-27,Khandsa,2.082787276091234,0.32838564655553815,3.8617779346291585
2025-01-28,Khandsa,2.0366046670223787,0.2705604978798118,3.8026913630837904
2025-01-29,Khandsa,2.2714558991139673,0.42195614699404504,4.084733117302164
2024-01-01,Barakhamba Road,3.3661220899953928,1.562955071782589,5.368516925743317
